"Class","FriendlyName","InstanceId","Problem","ConfigManagerErrorCode","ProblemDescription","Caption","Description","InstallDate","Name","Status","Availability","ConfigManagerUserConfig","CreationClassName","DeviceID","ErrorCleared","ErrorDescription","LastErrorCode","PNPDeviceID","PowerManagementCapabilities","PowerManagementSupported","StatusInfo","SystemCreationClassName","SystemName","ClassGuid","CompatibleID","HardwareID","Manufacturer","PNPClass","Present","Service","PSComputerName"
"USB","USB Composite Device","USB\VID_3277&PID_0051\200901010001","CM_PROB_NONE","CM_PROB_NONE",,"USB Composite Device","USB Composite Device",,"USB Composite Device","OK",,"False","Win32_PnPEntity","USB\VID_3277&PID_0051\200901010001",,,,"USB\VID_3277&PID_0051\200901010001",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","(Standard USB Host Controller)","USB","True","usbccgp",
"System","Armoury Crate Control Interface","ACPI\ASUS9001\2&DABA3FF&0","CM_PROB_NONE","CM_PROB_NONE",,"Armoury Crate Control Interface","Armoury Crate Control Interface",,"Armoury Crate Control Interface","OK",,"False","Win32_PnPEntity","ACPI\ASUS9001\2&DABA3FF&0",,,,"ACPI\ASUS9001\2&DABA3FF&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","ASUS","System","True",,
"HIDClass","I2C HID Device","ACPI\ASUP1208\6","CM_PROB_NONE","CM_PROB_NONE",,"I2C HID Device","I2C HID Device",,"I2C HID Device","OK",,"False","Win32_PnPEntity","ACPI\ASUP1208\6",,,,"ACPI\ASUP1208\6",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}","System.String[]","System.String[]","Microsoft","HIDClass","True","hidi2c",
"Volume","Volume","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000000100000","CM_PROB_NONE","CM_PROB_NONE",,"Volume","Volume",,"Volume","OK",,"False","Win32_PnPEntity","STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000000100000",,,,"STORAGE\VOLUME\{6CE7DCAB-AE9D-11EE-B639-806E6F6E6963}#0000000000100000",,,,"Win32_ComputerSystem","ROG-LUCCI","{71a27cdd-812a-11d0-bec7-08002be2092f}",,"System.String[]","Microsoft","Volume","True","volume",
"SecurityDevices","Microsoft Pluton Processor","ACPI\MSFT0200\1","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Pluton Processor","Microsoft Pluton Processor",,"Microsoft Pluton Processor","OK",,"False","Win32_PnPEntity","ACPI\MSFT0200\1",,,,"ACPI\MSFT0200\1",,,,"Win32_ComputerSystem","ROG-LUCCI","{d94ee5d8-d189-4994-83d2-f68d7d41b0e6}",,"System.String[]","(Standard)","SecurityDevices","True","Hsp",
"System","AMD PMF","ACPI\AMDI0102\0","CM_PROB_NONE","CM_PROB_NONE",,"AMD PMF","AMD PMF",,"AMD PMF","OK",,"False","Win32_PnPEntity","ACPI\AMDI0102\0",,,,"ACPI\AMDI0102\0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Advanced Micro Devices, Inc.","System","True","amdpmf",
"MTD","Realtek PCIE CardReader","PCI\VEN_10EC&DEV_525A&SUBSYS_202F1043&REV_01\00000001004CE00000","CM_PROB_NONE","CM_PROB_NONE",,"Realtek PCIE CardReader","Realtek PCIE CardReader",,"Realtek PCIE CardReader","OK",,"False","Win32_PnPEntity","PCI\VEN_10EC&DEV_525A&SUBSYS_202F1043&REV_01\00000001004CE00000",,,,"PCI\VEN_10EC&DEV_525A&SUBSYS_202F1043&REV_01\00000001004CE00000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e970-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Realtek Semiconductor Corp.","MTD","True","RTSPER",
"System","AMD PCI","PCI\VEN_1022&DEV_14EC&SUBSYS_14EC1022&REV_00\4&92D7D1B&0&0042","CM_PROB_NONE","CM_PROB_NONE",,"AMD PCI","AMD PCI",,"AMD PCI","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14EC&SUBSYS_14EC1022&REV_00\4&92D7D1B&0&0042",,,,"PCI\VEN_1022&DEV_14EC&SUBSYS_14EC1022&REV_00\4&92D7D1B&0&0042",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Advanced Micro Devices, Inc","System","True",,
"System","Microsoft System Management BIOS Driver","ROOT\MSSMBIOS\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft System Management BIOS Driver","Microsoft System Management BIOS Driver",,"Microsoft System Management BIOS Driver","OK",,"False","Win32_PnPEntity","ROOT\MSSMBIOS\0000",,,,"ROOT\MSSMBIOS\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True","mssmbios",
"HIDClass","USB Input Device","USB\VID_0B05&PID_193B\6&4420B4E&0&5","CM_PROB_NONE","CM_PROB_NONE",,"USB Input Device","USB Input Device",,"USB Input Device","OK",,"False","Win32_PnPEntity","USB\VID_0B05&PID_193B\6&4420B4E&0&5",,,,"USB\VID_0B05&PID_193B\6&4420B4E&0&5",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}","System.String[]","System.String[]","(Standard system devices)","HIDClass","True","HidUsb",
,"ACP HDA Node","ACP\DEVTYPE_0001&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_102215E2&REV_63\5&16A4B261&0&01","CM_PROB_NONE","CM_PROB_NONE",,"ACP HDA Node","ACP HDA Node",,"ACP HDA Node","OK",,"False","Win32_PnPEntity","ACP\DEVTYPE_0001&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_102215E2&REV_63\5&16A4B261&0&01",,,,"ACP\DEVTYPE_0001&DEVREV_0000&VEN_1022&DEV_15E2&SUBSYS_102215E2&REV_63\5&16A4B261&0&01",,,,"Win32_ComputerSystem","ROG-LUCCI",,,"System.String[]",,,"True",,
"SoftwareComponent","Realtek Hardware Support Application","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKHSA&6&2F162A73&0","CM_PROB_NONE","CM_PROB_NONE",,"Realtek Hardware Support Application","Realtek Hardware Support Application",,"Realtek Hardware Support Application","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKHSA&6&2F162A73&0",,,,"SWD\DRIVERENUM\{C3A63EDD-2D27-4B66-B155-5E94B43D926A}#REALTEKHSA&6&2F162A73&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Realtek","SoftwareComponent","True",,
"System","PCI standard host CPU bridge","PCI\VEN_1022&DEV_14F0&SUBSYS_00000000&REV_00\3&11583659&0&C0","CM_PROB_NONE","CM_PROB_NONE",,"PCI standard host CPU bridge","PCI standard host CPU bridge",,"PCI standard host CPU bridge","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_14F0&SUBSYS_00000000&REV_00\3&11583659&0&C0",,,,"PCI\VEN_1022&DEV_14F0&SUBSYS_00000000&REV_00\3&11583659&0&C0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard system devices)","System","True",,
"System","Plug and Play Software Device Enumerator","ROOT\SYSTEM\0000","CM_PROB_NONE","CM_PROB_NONE",,"Plug and Play Software Device Enumerator","Plug and Play Software Device Enumerator",,"Plug and Play Software Device Enumerator","OK",,"False","Win32_PnPEntity","ROOT\SYSTEM\0000",,,,"ROOT\SYSTEM\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True","swenum",
"System","AMDRyzenMaster Device","ROOT\SYSTEM\0001","CM_PROB_NONE","CM_PROB_NONE",,"AMDRyzenMaster Device","AMDRyzenMaster Device",,"AMDRyzenMaster Device","Degraded",,"False","Win32_PnPEntity","ROOT\SYSTEM\0001",,,,"ROOT\SYSTEM\0001",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","AMD","System","True","AMDRyzenMasterDriverV20",
"Display","AMD Radeon 780M Graphics","PCI\VEN_1002&DEV_1900&SUBSYS_1B131043&REV_CB\4&98C338A&0&0041","CM_PROB_NONE","CM_PROB_NONE",,"AMD Radeon 780M Graphics","AMD Radeon 780M Graphics",,"AMD Radeon 780M Graphics","OK",,"False","Win32_PnPEntity","PCI\VEN_1002&DEV_1900&SUBSYS_1B131043&REV_CB\4&98C338A&0&0041",,,,"PCI\VEN_1002&DEV_1900&SUBSYS_1B131043&REV_CB\4&98C338A&0&0041",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e968-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Advanced Micro Devices, Inc.","Display","True","amduw23g",
"USB","USB Root Hub (USB 3.0)","USB\ROOT_HUB30\5&34C0E95C&0&0","CM_PROB_NONE","CM_PROB_NONE",,"USB Root Hub (USB 3.0)","USB Root Hub (USB 3.0)",,"USB Root Hub (USB 3.0)","OK",,"False","Win32_PnPEntity","USB\ROOT_HUB30\5&34C0E95C&0&0",,,,"USB\ROOT_HUB30\5&34C0E95C&0&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}",,"System.String[]","(Standard USB HUBs)","USB","True","USBHUB3",
"HIDClass","HID-compliant vendor-defined device","HID\VID_0B05&PID_193B&COL04\7&97B63EB&0&0003","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_193B&COL04\7&97B63EB&0&0003",,,,"HID\VID_0B05&PID_193B&COL04\7&97B63EB&0&0003",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"SoftwareComponent","Windows Studio Effects Driver","SWD\DRIVERENUM\{E62DD386-A5D0-4196-9A81-691F0BDC2EC7}#VEN_1022_DEV_1502_SUBSYS_15021022_COMPONENT&5&5F05BD3&0","CM_PROB_NONE","CM_PROB_NONE",,"Windows Studio Effects Driver","Windows Studio Effects Driver",,"Windows Studio Effects Driver","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{E62DD386-A5D0-4196-9A81-691F0BDC2EC7}#VEN_1022_DEV_1502_SUBSYS_15021022_COMPONENT&5&5F05BD3&0",,,,"SWD\DRIVERENUM\{E62DD386-A5D0-4196-9A81-691F0BDC2EC7}#VEN_1022_DEV_1502_SUBSYS_15021022_COMPONENT&5&5F05BD3&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Microsoft Corporation","SoftwareComponent","True",,
"System","Remote Desktop Device Redirector Bus","ROOT\RDPBUS\0000","CM_PROB_NONE","CM_PROB_NONE",,"Remote Desktop Device Redirector Bus","Remote Desktop Device Redirector Bus",,"Remote Desktop Device Redirector Bus","OK",,"False","Win32_PnPEntity","ROOT\RDPBUS\0000",,,,"ROOT\RDPBUS\0000",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","rdpbus",
"Net","WAN Miniport (IPv6)","SWD\MSRRAS\MS_NDISWANIPV6","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (IPv6)","WAN Miniport (IPv6)",,"WAN Miniport (IPv6)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_NDISWANIPV6",,,,"SWD\MSRRAS\MS_NDISWANIPV6",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","NdisWan",
"SoftwareComponent","AMD-OpenCL User Mode Driver","SWD\DRIVERENUM\AMDOCL&5&111EBDFB&0","CM_PROB_NONE","CM_PROB_NONE",,"AMD-OpenCL User Mode Driver","AMD-OpenCL User Mode Driver",,"AMD-OpenCL User Mode Driver","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\AMDOCL&5&111EBDFB&0",,,,"SWD\DRIVERENUM\AMDOCL&5&111EBDFB&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Advanced Micro Devices, Inc.","SoftwareComponent","True",,
"ComputeAccelerator","NPU Compute Accelerator Device","PCI\VEN_1022&DEV_1502&SUBSYS_20CF1043&REV_00\4&92D7D1B&0&0142","CM_PROB_NONE","CM_PROB_NONE",,"NPU Compute Accelerator Device","NPU Compute Accelerator Device",,"NPU Compute Accelerator Device","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_1502&SUBSYS_20CF1043&REV_00\4&92D7D1B&0&0142",,,,"PCI\VEN_1022&DEV_1502&SUBSYS_20CF1043&REV_00\4&92D7D1B&0&0142",,,,"Win32_ComputerSystem","ROG-LUCCI","{f01a9d53-3ff6-48d2-9f97-c8a7004be10c}","System.String[]","System.String[]","AMD","ComputeAccelerator","True","IpuMcdmDriver",
"HIDClass","HID-compliant vendor-defined device","HID\ASUP1208&COL04\4&FBB3F3F&0&0003","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\ASUP1208&COL04\4&FBB3F3F&0&0003",,,,"HID\ASUP1208&COL04\4&FBB3F3F&0&0003",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"USB","USB4(TM) Host Router (Microsoft)","PCI\VEN_1022&DEV_1668&SUBSYS_20AF1043&REV_00&USB4_MS_CM\4&1BE72DC0&0&0543","CM_PROB_NONE","CM_PROB_NONE",,"USB4(TM) Host Router (Microsoft)","USB4(TM) Host Router (Microsoft)",,"USB4(TM) Host Router (Microsoft)","OK",,"False","Win32_PnPEntity","PCI\VEN_1022&DEV_1668&SUBSYS_20AF1043&REV_00&USB4_MS_CM\4&1BE72DC0&0&0543",,,,"PCI\VEN_1022&DEV_1668&SUBSYS_20AF1043&REV_00&USB4_MS_CM\4&1BE72DC0&0&0543",,,,"Win32_ComputerSystem","ROG-LUCCI","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Generic USB4 Host Router","USB","True","Usb4HostRouter",
"Firmware","ASUS Slash Component Firmware Update","HID\VID_0B05&PID_193B&COL03\7&97B63EB&0&0002","CM_PROB_NONE","CM_PROB_NONE",,"ASUS Slash Component Firmware Update","ASUS Slash Component Firmware Update",,"ASUS Slash Component Firmware Update","OK",,"False","Win32_PnPEntity","HID\VID_0B05&PID_193B&COL03\7&97B63EB&0&0002",,,,"HID\VID_0B05&PID_193B&COL03\7&97B63EB&0&0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{f2e7dd72-6468-4e36-b6f1-6488f42c1b52}",,"System.String[]","ASUSTek COMPUTER INC.","Firmware","True","WUDFRd",
"System","AMD PPM Provisioning File","ACPI\AMDI0052\2&DABA3FF&0","CM_PROB_NONE","CM_PROB_NONE",,"AMD PPM Provisioning File","AMD PPM Provisioning File",,"AMD PPM Provisioning File","OK",,"False","Win32_PnPEntity","ACPI\AMDI0052\2&DABA3FF&0",,,,"ACPI\AMDI0052\2&DABA3FF&0",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Advanced Micro Devices, Inc.","System","True",,
"Net","WAN Miniport (L2TP)","SWD\MSRRAS\MS_L2TPMINIPORT","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (L2TP)","WAN Miniport (L2TP)",,"WAN Miniport (L2TP)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_L2TPMINIPORT",,,,"SWD\MSRRAS\MS_L2TPMINIPORT",,,,"Win32_ComputerSystem","ROG-LUCCI","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","Rasl2tp",
"HIDClass","Microsoft Input Configuration Device","HID\ASUP1208&COL03\4&FBB3F3F&0&0002","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Input Configuration Device","Microsoft Input Configuration Device",,"Microsoft Input Configuration Device","OK",,"False","Win32_PnPEntity","HID\ASUP1208&COL03\4&FBB3F3F&0&0002",,,,"HID\ASUP1208&COL03\4&FBB3F3F&0&0002",,,,"Win32_ComputerSystem","ROG-LUCCI","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","Microsoft","HIDClass","True","MTConfig",
